Season,Grade_Type,R,Nome,Squadra,Pg,Mv,Mf,Gf,Gs,Rp,Rc,R+,R-,Ass,Asf,Amm,Esp,Au
2018-19,Fantacalcio,D,PASQUAL,Empoli,20,5.82,6.02,0,0,0,1,1,0,1,1,2,0,0
2018-19,Fantacalcio,D,TOMOVIC,Chievo,10,5.6,5.85,1,0,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,C,BADELJ,Lazio,22,5.82,5.73,1,0,0,0,0,0,0,0,6,0,1
2018-19,Fantacalcio,C,BORJA VALERO,Inter,23,5.91,5.85,0,0,0,0,0,0,0,0,4,0,0
2018-19,Fantacalcio,C,CAPEZZI,Empoli,10,5.65,5.3,0,0,0,0,0,0,0,0,3,0,1
2018-19,Fantacalcio,C,DIAKHATE,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,ILICIC,Atalanta,31,6.39,7.55,12,0,0,1,0,1,4,2,4,1,0
2018-19,Fantacalcio,C,VECINO,Inter,27,5.85,6.07,3,0,0,0,0,0,1,0,8,0,0
2018-19,Fantacalcio,A,BABACAR,Sassuolo,26,5.87,6.75,5,0,0,2,2,0,2,0,0,0,0
2018-19,Fantacalcio,C,BERNARDESCHI,Juventus,25,6.04,6.26,2,0,0,0,0,0,1,2,5,1,0
2018-19,Fantacalcio,D,CIOFANI M,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,CHIBSAH,Frosinone,31,5.94,5.95,1,0,0,0,0,0,0,0,5,0,0
2018-19,Fantacalcio,C,GORI,Frosinone,7,5.93,5.71,0,0,0,0,0,0,0,0,3,0,0
2018-19,Fantacalcio,C,PAGANINI,Frosinone,13,5.85,6.23,2,0,0,0,0,0,0,0,2,0,0
2018-19,Fantacalcio,C,SAMMARCO,Frosinone,8,5.75,6.06,1,0,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,C,SODDIMO,Frosinone,8,5.81,5.81,0,0,0,0,0,0,1,0,2,0,0
2018-19,Fantacalcio,A,CIOFANI D,Frosinone,28,5.86,6.45,3,0,0,2,2,0,2,0,1,0,0
2018-19,Fantacalcio,A,DIONISI,Frosinone,6,5.75,6.08,1,0,0,0,0,0,0,0,2,0,0
2018-19,Fantacalcio,A,VERDE,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,P,DONNARUMMA AN,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,P,PERIN,Juventus,9,5.89,4.94,0,8,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,D,DE MAIO,Udinese,22,5.86,5.89,1,0,0,0,0,0,0,0,3,1,0
2018-19,Fantacalcio,D,IZZO,Torino,37,6.23,6.5,4,0,0,0,0,0,1,0,6,0,0
2018-19,Fantacalcio,C,KUCKA,Parma,18,5.94,6.56,3,0,0,1,1,0,2,0,4,1,0
2018-19,Fantacalcio,C,LAXALT,Milan,13,5.77,5.69,0,0,0,0,0,0,0,0,2,0,0
2018-19,Fantacalcio,C,LAZOVIC,Genoa,33,5.95,6.32,3,0,0,0,0,0,3,1,2,0,0
2018-19,Fantacalcio,C,PEROTTI,Roma,13,6,7.04,2,0,0,3,3,0,0,0,3,0,0
2018-19,Fantacalcio,C,RINCON,Torino,33,6.12,6.17,3,0,0,0,0,0,0,0,15,0,0
2018-19,Fantacalcio,D,GHIGLIONE,Frosinone,9,5.83,5.94,1,0,0,0,0,0,0,0,4,0,0
2018-19,Fantacalcio,A,PANDEV,Genoa,21,6.05,6.6,4,0,0,0,0,0,2,0,6,0,0
2018-19,Fantacalcio,A,PAVOLETTI,Cagliari,32,6.09,7.53,16,0,0,0,0,0,1,0,6,0,0
2018-19,Fantacalcio,P,BERNI,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,P,HANDANOVIC,Inter,38,6.18,5.32,0,33,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,ANDREOLLI,Chievo,10,5.4,5.25,0,0,0,0,0,0,0,0,3,0,0
2018-19,Fantacalcio,D,BIRAGHI,Fiorentina,36,5.89,6,1,0,0,0,0,0,5,0,8,0,0
2018-19,Fantacalcio,D,D'AMBROSIO,Inter,29,5.95,6.19,2,0,0,0,0,0,4,0,6,0,0
2018-19,Fantacalcio,D,DIMARCO,Parma,11,6.14,6.23,1,0,0,0,0,0,0,0,4,0,0
2018-19,Fantacalcio,D,JUAN JESUS,Roma,18,5.78,5.72,1,0,0,0,0,0,0,0,4,0,1
2018-19,Fantacalcio,D,MIRANDA,Inter,14,5.82,5.71,0,0,0,0,0,0,0,0,3,0,0
2018-19,Fantacalcio,D,RANOCCHIA,Inter,2,6,5.75,0,0,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,D,SANTON,Roma,13,5.69,5.77,0,0,0,0,0,0,1,0,0,0,0
2018-19,Fantacalcio,C,BESSA,Genoa,32,5.84,5.88,1,0,0,0,0,0,1,1,8,0,0
2018-19,Fantacalcio,C,BROZOVIC,Inter,32,5.91,5.94,2,0,0,0,0,0,0,1,10,1,0
2018-19,Fantacalcio,D,SCHELOTTO,Chievo,4,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,BIABIANY,Parma,17,5.62,5.5,0,0,0,0,0,0,0,0,4,0,0
2018-19,Fantacalcio,A,ICARDI,Inter,29,5.88,7.05,6,0,0,6,5,1,4,0,0,0,0
2018-19,Fantacalcio,A,PALACIO,Bologna,28,6.3,6.73,3,0,0,0,0,0,6,0,6,0,0
2018-19,Fantacalcio,D,BARZAGLI,Juventus,4,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,BONUCCI,Juventus,29,6.02,6.29,3,0,0,0,0,0,0,0,2,0,0
2018-19,Fantacalcio,D,CACERES,Juventus,12,5.79,5.75,0,0,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,D,CHIELLINI,Juventus,23,6.35,6.46,1,0,0,0,0,0,1,0,3,0,0
2018-19,Fantacalcio,D,RUGANI,Juventus,15,5.93,6.23,2,0,0,0,0,0,0,0,3,0,0
2018-19,Fantacalcio,D,ASAMOAH,Inter,32,6.02,5.95,0,0,0,0,0,0,1,0,6,0,0
2018-19,Fantacalcio,C,KHEDIRA,Juventus,10,6.1,6.7,2,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,MARCHISIO,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,PADOIN,Cagliari,28,5.73,5.73,0,0,0,0,0,0,1,0,2,0,0
2018-19,Fantacalcio,C,STURARO,Genoa,5,5.7,6.1,1,0,0,0,0,0,0,0,0,1,0
2018-19,Fantacalcio,A,CERRI,Cagliari,14,5.61,5.5,0,0,0,0,0,0,0,0,3,0,0
2018-19,Fantacalcio,A,DYBALA,Juventus,27,5.94,6.56,4,0,0,1,1,0,2,0,2,0,0
2018-19,Fantacalcio,A,MANDZUKIC,Juventus,25,6.36,7.6,9,0,0,0,0,0,6,0,4,0,0
2018-19,Fantacalcio,A,ZAZA,Torino,26,5.69,6.08,4,0,0,0,0,0,3,0,8,1,0
2018-19,Fantacalcio,P,BERISHA E,Atalanta,18,5.97,4.56,0,25,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,P,GUERRIERI,Lazio,1,5.5,2.5,0,3,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,P,MARCHETTI,Genoa,4,5.75,3.12,0,10,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,D,BASTA,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,DE VRIJ,Inter,28,6.07,6.18,2,0,0,0,0,0,0,0,2,0,1
2018-19,Fantacalcio,D,PATRIC,Lazio,14,5.75,5.71,0,0,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,D,RADU,Lazio,28,5.8,5.75,0,0,0,0,0,0,1,0,5,0,0
2018-19,Fantacalcio,C,BIGLIA,Milan,15,5.93,6.03,1,0,0,0,0,0,0,0,3,0,0
2018-19,Fantacalcio,C,CANDREVA,Inter,11,6,6.27,1,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,CATALDI,Lazio,11,6.09,6.64,2,0,0,0,0,0,0,1,2,0,0
2018-19,Fantacalcio,C,LULIC,Lazio,35,5.9,6.2,4,0,0,0,0,0,1,0,5,0,0
2018-19,Fantacalcio,C,PAROLO,Lazio,32,6.17,6.55,4,0,0,0,0,0,3,0,7,0,0
2018-19,Fantacalcio,A,DJORDJEVIC,Chievo,12,5.42,5.62,1,0,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,A,KEITA B,Inter,21,6.02,6.76,5,0,0,0,0,0,2,0,1,1,0
2018-19,Fantacalcio,P,DONNARUMMA G,Milan,35,6.33,5.47,0,31,1,0,0,0,0,0,4,0,0
2018-19,Fantacalcio,D,ABATE,Milan,18,6.06,5.94,0,0,0,0,0,0,0,0,4,0,0
2018-19,Fantacalcio,D,ANTONELLI,Empoli,12,5.83,5.88,0,0,0,0,0,0,1,0,1,0,0
2018-19,Fantacalcio,D,CALABRIA,Milan,25,5.9,5.96,1,0,0,0,0,0,1,0,5,0,0
2018-19,Fantacalcio,D,DE SCIGLIO,Juventus,20,6.02,6.02,0,0,0,0,0,0,1,0,2,0,0
2018-19,Fantacalcio,D,SIMIC S,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,VERGARA,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,ZAPATA C,Milan,12,6.08,5.92,0,0,0,0,0,0,0,0,4,0,0
2018-19,Fantacalcio,C,BERTOLACCI,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,BONAVENTURA,Milan,8,6.12,7.25,3,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,MAURI J,Milan,4,5.62,5.62,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,MONTOLIVO,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,POLI,Bologna,28,6.11,6.48,4,0,0,0,0,0,1,0,5,0,0
2018-19,Fantacalcio,A,SUSO,Milan,35,6.16,6.87,7,0,0,0,0,0,9,0,8,1,0
2018-19,Fantacalcio,C,VERDI,Napoli,18,5.86,6.53,2,0,0,1,1,0,3,0,0,0,0
2018-19,Fantacalcio,A,MATRI,Sassuolo,15,5.7,6.03,2,0,0,0,0,0,0,0,3,0,0
2018-19,Fantacalcio,A,NIANG,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,A,PETAGNA,SPAL,36,6.1,7.32,10,0,0,6,6,0,0,0,8,0,0
2018-19,Fantacalcio,P,GABRIEL,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,P,RAFAEL CABRAL,Sampdoria,2,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,P,REINA,Milan,4,6.38,5.12,0,5,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,ALBIOL,Napoli,19,5.79,5.84,1,0,0,0,0,0,0,0,4,0,0
2018-19,Fantacalcio,D,GHOULAM,Napoli,15,6,6.33,1,0,0,0,0,0,2,1,2,0,0
2018-19,Fantacalcio,D,KOULIBALY,Napoli,35,6.27,6.31,2,0,0,0,0,0,1,0,9,1,0
2018-19,Fantacalcio,D,LUPERTO,Napoli,10,5.65,5.65,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,STRINIC,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,ALLAN,Napoli,33,6.18,6.18,1,0,0,0,0,0,2,0,10,0,0
2018-19,Fantacalcio,C,DEZI,Parma,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,HAMSIK,Napoli,13,5.85,5.81,0,0,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,C,VALDIFIORI,SPAL,13,5.88,5.85,0,0,0,0,0,0,0,1,3,0,0
2018-19,Fantacalcio,A,CALLEJON,Napoli,33,6.15,6.71,3,0,0,0,0,0,9,1,1,0,0
2018-19,Fantacalcio,A,GABBIADINI,Sampdoria,16,6,6.66,4,0,0,0,0,0,1,0,5,0,0
2018-19,Fantacalcio,A,HIGUAIN,Milan,15,6,6.93,6,0,0,1,0,1,1,0,2,1,0
2018-19,Fantacalcio,A,INSIGNE,Napoli,28,6.07,7.07,9,0,0,2,1,1,5,0,6,1,0
2018-19,Fantacalcio,A,MERTENS,Napoli,35,6.31,7.96,15,0,0,1,1,0,8,2,1,0,0
2018-19,Fantacalcio,P,SORRENTINO,Chievo,31,6.29,4.52,0,60,2,0,0,0,0,0,2,0,0
2018-19,Fantacalcio,D,GOLDANIGA,Frosinone,29,5.57,5.6,1,0,0,0,0,0,1,0,6,0,0
2018-19,Fantacalcio,D,GONZALEZ G,Bologna,11,5.73,5.73,0,0,0,0,0,0,1,0,2,0,0
2018-19,Fantacalcio,C,HILJEMARK,Genoa,15,5.7,5.9,1,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,RIGONI L,Parma,22,5.66,5.82,2,0,0,0,0,0,0,0,5,0,0
2018-19,Fantacalcio,A,BELOTTI,Torino,37,6.19,7.28,10,0,0,6,5,1,1,0,5,0,0
2018-19,Fantacalcio,A,LA GUMINA,Empoli,17,5.76,6.21,2,0,0,0,0,0,2,0,1,0,0
2018-19,Fantacalcio,P,SZCZESNY,Juventus,28,6.14,5.54,0,20,1,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,MANOLAS,Roma,27,6.06,6.06,1,0,0,0,0,0,0,0,6,0,0
2018-19,Fantacalcio,D,ROMAGNOLI A,Milan,32,6.27,6.28,2,0,0,0,0,0,0,0,5,1,1
2018-19,Fantacalcio,C,DE ROSSI,Roma,18,6.19,6.33,1,0,0,0,0,0,1,0,3,0,0
2018-19,Fantacalcio,D,FLORENZI,Roma,29,6.03,6.31,3,0,0,0,0,0,1,1,4,1,0
2018-19,Fantacalcio,C,NAINGGOLAN,Inter,28,6.21,6.91,6,0,0,0,0,0,3,0,3,0,0
2018-19,Fantacalcio,C,PJANIC,Juventus,30,6.12,6.37,2,0,0,0,0,0,2,3,5,1,0
2018-19,Fantacalcio,C,STROOTMAN,Roma,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,C,UCAN,Empoli,7,6,6.5,1,0,0,0,0,0,1,0,1,0,0
2018-19,Fantacalcio,A,DESTRO,Bologna,9,6.28,7.56,4,0,0,0,0,0,1,0,3,0,0
2018-19,Fantacalcio,A,GERVINHO,Parma,29,6.09,7.24,11,0,0,0,0,0,2,0,3,0,0
2018-19,Fantacalcio,A,IAGO FALQUE,Torino,25,6.22,7.08,6,0,0,0,0,0,3,1,1,0,0
2018-19,Fantacalcio,A,LJAJIC,Torino,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,A,SANABRIA,Genoa,14,5.79,6.18,3,0,0,1,0,1,0,0,1,0,0
2018-19,Fantacalcio,P,VIVIANO,SPAL,17,6.29,4.82,0,25,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,DE SILVESTRI,Torino,31,6,6.29,2,0,0,0,0,0,4,0,2,0,0
2018-19,Fantacalcio,D,REGINI,SPAL,3,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,SALAMON,Frosinone,20,5.82,5.75,0,0,0,0,0,0,0,0,3,0,0
2018-19,Fantacalcio,D,SILVESTRE,Empoli,34,5.84,5.87,2,0,0,0,0,0,0,0,6,0,1
2018-19,Fantacalcio,D,ZUKANOVIC,Genoa,24,5.69,5.58,0,0,0,0,0,0,0,0,5,0,0
2018-19,Fantacalcio,C,BARRETO,Sampdoria,11,6.05,6.14,0,0,0,0,0,0,2,0,2,0,0
2018-19,Fantacalcio,C,CORREA,Lazio,34,6.26,6.78,5,0,0,0,0,0,5,0,5,0,0
2018-19,Fantacalcio,A,MURIEL,Fiorentina,19,6,6.92,6,0,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,P,CONSIGLI,Sassuolo,36,6.25,4.89,0,56,3,0,0,0,0,0,2,1,0
2018-19,Fantacalcio,P,PEGOLO,Sassuolo,3,6,4.5,0,4,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,D,ACERBI,Lazio,37,6.14,6.31,3,0,0,0,0,0,0,0,3,1,0
2018-19,Fantacalcio,D,ARIAUDO,Frosinone,19,5.76,5.61,0,0,0,0,0,0,0,0,2,0,1
2018-19,Fantacalcio,D,DELL'ORCO,Empoli,14,5.89,6.14,1,0,0,0,0,0,1,0,1,0,0
2018-19,Fantacalcio,D,GAZZOLA,Parma,16,5.81,5.91,1,0,0,0,0,0,0,0,3,0,0
2018-19,Fantacalcio,D,PELUSO,Sassuolo,16,5.62,5.66,1,0,0,0,0,0,0,0,5,0,0
2018-19,Fantacalcio,D,TERRANOVA,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,VRSALJKO,Inter,9,6.06,6.17,0,0,0,0,0,0,2,0,2,0,0
2018-19,Fantacalcio,C,DUNCAN,Sassuolo,24,6.1,6.6,4,0,0,0,0,0,4,0,6,1,0
2018-19,Fantacalcio,C,MAGNANELLI,Sassuolo,23,5.87,5.76,0,0,0,0,0,0,0,0,3,1,0
2018-19,Fantacalcio,C,MISSIROLI,SPAL,34,5.87,5.74,0,0,0,0,0,0,0,0,9,0,0
2018-19,Fantacalcio,C,PELLEGRINI LO,Roma,25,6.18,6.46,2,0,0,0,0,0,2,2,6,0,0
2018-19,Fantacalcio,A,BERARDI,Sassuolo,35,6.1,6.77,7,0,0,1,1,0,2,1,5,1,0
2018-19,Fantacalcio,A,FALCINELLI,Bologna,11,5.45,5.55,0,0,0,0,0,0,1,0,0,0,0
2018-19,Fantacalcio,A,FLOCCARI,SPAL,15,6.07,6.67,3,0,0,0,0,0,1,0,3,0,0
2018-19,Fantacalcio,A,POLITANO,Inter,36,6.04,6.51,5,0,0,0,0,0,4,1,4,1,0
2018-19,Fantacalcio,A,SANSONE N,Bologna,14,6,6.54,2,0,0,0,0,0,4,0,3,1,0
2018-19,Fantacalcio,P,GOMIS A,SPAL,20,6.05,4.7,0,27,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,P,ICHAZO,Torino,3,5.67,5,0,2,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,P,PADELLI,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Fantacalcio,D,MAKSIMOVIC,Napoli,17,5.88,5.76,0,0,0,0,0,0,0,0,4,0,0
2018-19,Fantacalcio,D,MOLINARO,Frosinone,14,5.61,5.54,0,0,0,0,0,0,0,0,2,0,0
2018-19,Fantacalcio,D,MORETTI,Torino,23,5.96,5.85,0,0,0,0,0,0,0,0,5,0,0
2018-19,Fantacalcio,C,ACQUAH,Empoli,22,5.91,6.09,2,0,0,0,0,0,0,0,4,0,0
2018-19,Fantacalcio,C,BASELLI,Torino,34,6.07,6.38,4,0,0,0,0,0,1,0,5,0,0
2018-19,Fantacalcio,C,BENASSI,Fiorentina,32,5.89,6.44,7,0,0,0,0,0,0,0,5,1,0
2018-19,Fantacalcio,C,OBI,Chievo,10,5.75,6,1,0,0,0,0,0,0,0,1,0,0
2018-19,Fantacalcio,A,QUAGLIARELLA,Sampdoria,37,6.43,8.64,17,0,0,10,9,1,7,0,1,0,0
